Name,Brand,benzyl acetate,benzyl benzoate,xylene,toulene,Asthma_Trigger
"Feb. 14, 1912 Eau de Parfum",Rundholz Parfums,0.01,15.17,8.73,0.11,0
Sasora Parfum,Di Ser,0.03,3.8,81.88,0.03,1
Kyara Parfum,Di Ser,0.01,0.03,8.73,0.07,0
Hasunoito Parfum,Di Ser,0.08,8.68,7.87,0.24,0
Akanesasu Eau de Parfum,Di Ser,0.02,3.14,9.13,0.29,0
Shiragoromo Parfum,Di Ser,0.07,4.22,63.9,0.02,1
Suleyman le Magnifique Eau de Parfum,Fort & Manle,0.0,0.02,8.69,0.0,0
Charlatan Eau de Parfum,Fort & Manle,2.35,7.84,0.82,5.96,0
Confessions of a Garden Gnome Eau de Parfum,Fort & Manle,0.0,0.01,97.82,0.0,1
Amber Absolutely Eau de Parfum,Fort & Manle,0.0,0.09,81.63,0.01,1
Fatih Sultan Mehmed Eau de Parfum,Fort & Manle,0.08,1.2,9.62,0.01,0
Harem Rose Eau de Parfum,Fort & Manle,0.07,6.38,19.89,0.45,0
Maduro Eau de Parfum,Fort & Manle,6.41,7.34,57.51,5.7,1
Bojnokopff Eau de Parfum,Fort & Manle,0.3,1.43,65.05,0.98,1
Slowdive Eau de Parfum,Hiram Green Perfumes,0.0,0.73,76.36,0.07,1
Baque Parfum Extrait,Slumberhouse,0.0,0.0,90.75,0.0,1
Camel Extrait de Parfum,Zoologist,0.04,0.72,21.71,0.02,0
Day Dreams Eau de Parfum,Montale,0.02,0.04,85.56,0.09,1
Intense Black Aoud Extrait de Parfum,Montale,0.04,1.52,43.69,1.8,0
Arabians,Montale,0.93,0.01,55.23,0.37,1
Ummagumma Eau de Parfum,Bruno Fazzolari,0.01,2.03,79.37,0.03,1
Black Vanilla Eau de Parfum,Mancera,0.1,3.66,92.55,0.03,1
Red Tobacco Eau de Parfum,Mancera,0.04,0.01,48.02,0.02,0
California Snow Eau de Parfum,A Lab on Fire,0.28,1.34,3.99,0.64,0
Warszawa Parfum Extrait,Puredistance,0.04,0.18,36.42,0.28,0
Not a Perfume Eau de Parfum,Juliette Has a Gun,0.01,0.0,81.51,0.11,1
Mx. Eau de Parfum,ERIS Parfums,0.01,0.04,79.6,0.0,1
Monstera Eau de Parfum,Xinu,0.77,8.49,59.9,0.18,1
OroNardo Eau de Parfum,Xinu,0.0,0.2,95.0,0.01,1
Fumabat Eau de Parfum,Couteau de Poche,0.0,0.01,82.6,0.0,1
Aguamadera Eau de Parfum,Xinu,0.05,0.04,79.74,0.0,1
Copala Eau de Parfum,Xinu,0.0,0.05,78.4,0.0,1
Attar AT Perfume oil,Tauer Perfumes,0.05,0.12,65.31,0.06,1
French Affair Eau de Parfum,Ex Nihilo,0.33,8.9,1.21,0.03,0
Note de Yuzu Eau de Parfum,HEELEY,0.4,8.4,68.68,0.13,1
Dolce Amalfi Eau de Parfum,Xerjoff - Casamorati,0.1,4.32,28.96,1.57,0
Oud Stars - Malesia Eau de Parfum,Xerjoff,0.02,0.2,87.37,0.0,1
Oud Stars - Ceylon Eau de Parfum,Xerjoff,0.07,1.48,64.42,0.27,1
Cruz Del Sur I Eau de Parfum,Xerjoff,0.02,2.74,75.49,0.07,1
Cruz Del Sur II Eau de Parfum,Xerjoff,0.03,5.08,8.54,0.09,0
Oud Stars - Alexandria II Eau de Parfum,Xerjoff,0.15,5.12,13.81,0.3,0
Birch Eau de Parfum,Andrea Maack Parfums,0.77,37.58,10.37,4.41,0
Beach Hut Man Eau de Parfum,Amouage,0.01,5.78,85.03,0.01,1
Bruma Eau de Parfum,Cire Trudon,0.06,3.03,72.88,0.28,1
II (Deux) Eau de Parfum,Cire Trudon,0.0,1.33,1.02,0.01,0
Mortel Eau de Parfum,Cire Trudon,0.0,0.22,36.94,0.03,0
Olim Eau de Parfum,Cire Trudon,0.0,0.04,51.77,0.01,1
Revolution Eau de Parfum,Cire Trudon,0.05,1.4,57.07,0.33,1
Oud Satin Mood Extrait Extrait de Parfum,Maison Francis Kurkdjian,0.09,0.65,1.22,0.16,0
Woman in Gold Eau de Parfum,By Kilian,0.0,5.17,5.35,0.36,0
Gold Knight Eau de Parfum,By Kilian,0.3,0.48,66.65,0.42,1
Eau My Soul Eau de Parfum,4160 Tuesdays,0.13,3.47,64.74,0.29,1
Berlin Eau de Parfum,Gallivant,0.87,0.58,71.14,0.41,1
Pink Wood Eau de Parfum,April Aromatics,1.88,6.03,0.03,0.96,0
El Cosmico Eau de Parfum,D.S. and Durga,0.17,4.8,74.96,0.11,1
"O, Unknown! Eau de Parfum",Imaginary Authors,0.47,1.6,17.56,0.53,0
Ambra Extrait de Parfum,Jeroboam,0.21,4.9,8.9,0.01,0
Cafe Tuberosa Cologne Absolue,Atelier Cologne,0.12,1.01,22.62,0.92,0
My Own Private Teahupo'o Eau de Parfum,A Lab on Fire,0.04,0.01,59.77,0.05,1
Kai Rose - Eau de Parfum Eau de Parfum Spray,Kai,0.0,0.68,82.91,0.08,1
Mosaic Eau de Parfum,Mosaic,0.03,0.79,71.77,0.84,1
Elysium Pour Homme Extrait de Parfum,Roja Parfums,0.02,1.41,72.42,0.16,1
Velvet Haze Eau de Parfum,BYREDO,0.01,1.0,51.25,0.35,1
Suede Osmanthe Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.24,10.88,5.96,11.2,0
Patchouli Sublime Elixir de Parfum,PARFUMS DE NICOLAI,0.14,2.09,19.34,7.04,0
Tubereuse Absolue Eau de Parfum,Perris Monte Carlo,0.13,1.34,25.95,0.0,0
Elephant Extrait de Parfum,Zoologist,0.03,0.37,51.56,0.29,1
Layton EXCLUSIF Eau de Parfum,Parfums de Marly,0.0,0.42,60.29,0.2,1
Oud Wood Intense Eau de Parfum,TOM FORD Private Blend,0.0,1.29,54.33,0.0,1
Patch Flash Eau de Parfum,Tauerville,0.0,7.23,75.51,0.37,1
Figment Man Eau de Parfum,Amouage,0.02,1.54,76.96,0.01,1
Champs de Provence Eau de Parfum,Eight and Bob,0.02,1.02,46.15,0.02,0
Sunny Side Up Eau de Parfum,Juliette Has a Gun,0.05,0.09,95.23,0.0,1
Monsieur Beauregard Eau de Parfum,Penhaligons,0.65,0.1,18.49,1.46,0
The Uncompromising Sohan Eau de Parfum,Penhaligons,4.09,53.33,18.16,0.01,1
The Bewitching Yasmine Eau de Parfum,Penhaligons,0.01,0.46,97.11,0.0,1
The Ruthless Countess Dorothea Eau de Parfum,Penhaligons,0.01,0.51,61.22,0.07,1
Terroni Parfum,Orto Parisi,0.01,0.07,9.93,0.0,0
Vetyverio - Eau de Parfum,Diptyque,0.01,0.87,68.54,1.12,1
Aventus For Her Eau de Parfum,Creed,0.11,6.08,51.26,0.34,1
Baccarat Rouge 540 Extrait Extrait de Parfum,Maison Francis Kurkdjian,0.07,0.4,65.42,0.17,1
Histoire D'Orangers Eau de Parfum,L'Artisan Parfumeur,0.03,0.15,4.29,0.12,0
Au Bord De L'Eau Eau de Cologne,L'Artisan Parfumeur,0.78,5.23,8.85,1.73,0
Scarlet Lily Eau de Parfum,Shay & Blue,0.0,0.51,57.77,0.02,1
Delina Eau de Parfum,Parfums de Marly,0.01,0.24,49.84,0.09,1
10 AM Accord Eau de Parfum,Cinnamon Projects,0.38,2.43,27.65,0.1,0
The Cora Eau de Parfum,Thameen,0.09,1.31,39.06,0.01,0
Mandala Eau de Parfum,Masque Milano,0.47,3.06,51.72,1.65,1
Qatar Extrait de parfum,Roja Parfums,0.13,3.66,1.21,0.4,0
Nuit de Bakelite Eau de Parfum,Naomi Goodsir,0.01,0.02,97.87,0.03,1
Neroli Ad Astra Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.65,4.01,10.99,2.08,0
Midnight Special Eau de Parfum,Ex Nihilo,0.38,3.72,12.49,1.13,0
Suede de Suede Eau de Parfum,Mona di Orio,0.74,19.46,27.74,3.93,0
Dojima Eau de Parfum,Mona di Orio,0.21,1.35,31.28,0.27,0
Vitrum Extrait de Parfum,Sammarco,0.0,6.5,45.86,0.06,1
Bond-T Extrait de Parfum,Sammarco,0.62,0.6,93.08,0.04,1
Naias Extrait de Parfum,Sammarco,3.74,21.08,6.65,15.19,0
Osmanthus Eau de Parfum,Ormonde Jayne,1.58,1.26,30.76,1.59,0
Ta'if Eau de Parfum,Ormonde Jayne,0.03,0.43,45.84,0.05,0
Tolu Eau de Parfum,Ormonde Jayne,0.08,12.88,42.8,2.45,1
Montabaco - Parfum,Ormonde Jayne,0.19,0.75,84.18,0.16,1
Montabaco - Intensivo,Ormonde Jayne,0.68,0.19,84.7,1.28,1
Nawab of Oudh - Intensivo,Ormonde Jayne,0.0,2.55,16.7,0.0,0
Qi - Intensivo,Ormonde Jayne,0.07,11.17,9.45,0.54,0
Ambre Royal Eau de Parfum,Ormonde Jayne,0.0,0.22,81.24,0.0,1
Champaca Eau de Parfum,Ormonde Jayne,0.36,3.61,87.0,1.29,1
Frangipani Eau de Parfum,Ormonde Jayne,0.0,0.01,96.9,0.0,1
Isfarkand Eau de Parfum,Ormonde Jayne,0.0,0.19,97.35,0.21,1
Ormonde Man Eau de Parfum,Ormonde Jayne,0.01,0.0,62.09,0.0,1
Ormonde Woman Eau de Parfum,Ormonde Jayne,0.06,9.08,48.23,0.44,1
Santo Incienso Extrait de Parfum,The Different Company,0.01,0.18,62.62,0.03,1
Dragonfly Eau de Parfum,Zoologist,0.94,5.13,40.66,0.12,0
United Arab Emirates Aoud Extrait de Parfum,Roja Parfums,0.05,0.02,16.53,0.3,0
La Douceur de Siam Eau de Parfum,Dusita,2.38,13.58,21.4,5.7,0
Le Sillage Blanc Eau de Parfum,Dusita,0.23,0.81,7.52,0.06,0
Vespero Parfum Extrait,Jeroboam,0.01,0.37,52.43,0.01,1
Santal Complet Eau de Parfum,Fragrance du Bois,0.0,2.55,62.78,0.01,1
Hacivat Extrait de Parfum,Nishane,0.15,1.1,93.99,0.38,1
Karagoz Extrait de Parfum,Nishane,0.0,0.15,85.94,0.01,1
Zenne Extrait de Parfum,Nishane,0.11,7.85,62.08,1.21,1
Hundred Silent Ways Extrait de Parfum,Nishane,0.01,0.4,85.73,0.1,1
Fan Your Flames Extrait de Parfum,Nishane,0.0,0.0,94.39,0.01,1
Afrika-Olifant Extrait de Parfum,Nishane,2.37,0.4,39.58,1.59,0
Ambra Calabria Extrait de Parfum,Nishane,0.0,0.28,97.11,0.0,1
Sultan Vetiver Extrait de Parfum,Nishane,0.02,0.15,75.97,0.12,1
Suede et Safran Extrait de Parfum,Nishane,0.01,0.23,83.13,0.0,1
Pachuli Kozha Extrait de Parfum,Nishane,0.17,16.14,35.89,0.01,1
Tuberoza Extrait de Parfum,Nishane,0.01,0.11,66.26,0.01,1
A City On Fire Eau de Parfum,Imaginary Authors,0.03,0.11,93.24,0.03,1
Slow Explosions Eau de Parfum,Imaginary Authors,0.0,1.94,54.36,0.03,1
Saint Julep Eau de Parfum,Imaginary Authors,0.22,2.89,46.18,0.3,0
Garage Eau de Toilette,Comme des Garcons: Olfactory Library,0.0,0.03,3.62,0.01,0
Soda Eau de Toilette,Comme des Garcons: Olfactory Library,0.0,0.05,80.81,0.0,1
Tar Eau de Toilette,Comme des Garcons: Olfactory Library,0.46,0.69,78.16,0.24,1
Palisander Eau de Toilette,Comme des Garcons: Olfactory Library,0.09,2.67,62.36,0.18,1
Sequoia Eau de Toilette,Comme des Garcons: Olfactory Library,0.0,0.71,77.24,0.0,1
Eau de Cologne Eau de Toilette,Comme des Garcons: Olfactory Library,0.02,0.22,67.42,0.44,1
Calamus Eau de Toilette,Comme des Garcons: Olfactory Library,0.41,2.33,22.42,0.14,0
Sticky Cake Eau de Toilette,Comme des Garcons: Olfactory Library,0.01,0.27,47.04,0.0,0
Nomad Tea Eau de Toilette,Comme des Garcons: Olfactory Library,0.0,0.3,77.75,0.0,1
Aprilis Parfum,Santa Eulalia,0.0,0.02,94.43,0.0,1
Citric Parfum,Santa Eulalia,0.0,1.84,19.45,0.03,0
Marinis Parfum,Santa Eulalia,0.26,3.05,73.23,0.08,1
Nectar Parfum,Santa Eulalia,0.03,0.89,75.87,0.05,1
Obscuro Parfum,Santa Eulalia,0.0,0.46,65.82,0.0,1
Noble VIII Immortelle Parfum Extrait,Clive Christian,0.01,2.41,32.45,0.13,0
Palace Oud Fragrance Oil,Thameen,0.0,0.17,23.29,0.0,0
Rosa Greta Eau de Parfum,Eau d'Italie,0.0,0.44,71.33,0.09,1
Santal Noble Eau de Parfum,Maitre Parfumeur et Gantier,0.01,0.06,78.01,0.03,1
This Is Not A Blue Bottle Eau de Parfum,Histoires de Parfums,0.38,1.01,34.68,0.02,0
Incident Diplomatique Eau de Parfum,Jovoy Paris,0.02,0.05,69.59,0.0,1
1899 Travel Spray Eau de Parfum,Histoires de Parfums,0.01,0.23,98.19,0.01,1
1828 Travel Spray Eau de Parfum,Histoires de Parfums,0.03,0.72,87.68,0.03,1
Close Up Eau de Parfum,Olfactive Studio,0.0,13.71,68.26,0.12,1
Aqua Universalis Scented Hair Mist,Maison Francis Kurkdjian,0.78,6.04,63.59,1.72,1
A la Rose Scented Hair Mist,Maison Francis Kurkdjian,0.0,1.71,15.34,0.01,0
Remarkable People Eau de Parfum,Etat Libre d'Orange,0.01,1.06,16.54,0.16,0
Bull's Blood Eau de Parfum,Imaginary Authors,0.02,0.12,53.01,0.01,1
Cape Heartache Eau de Parfum,Imaginary Authors,0.0,0.3,9.18,0.38,0
Every Storm A Serenade Eau de Parfum,Imaginary Authors,0.3,3.92,42.1,0.27,0
Falling Into The Sea Eau de Parfum,Imaginary Authors,0.0,0.0,81.58,0.0,1
Memoirs of a Trespasser Eau de Parfum,Imaginary Authors,0.54,0.51,40.67,0.61,0
The Cobra & The Canary Eau de Parfum,Imaginary Authors,0.04,0.84,49.95,0.08,1
The Soft Lawn Eau de Parfum,Imaginary Authors,0.15,0.59,89.68,0.18,1
Yesterday Haze Eau de Parfum,Imaginary Authors,0.07,2.1,21.89,0.01,0
Empathy Eau de Parfum,The House Of Oud,1.42,2.93,27.78,0.79,0
Altruist Eau de Parfum,J.F. Schwarzlose,0.0,0.01,75.49,0.0,1
Leder 6 Eau de Parfum,J.F. Schwarzlose,0.12,0.71,77.61,1.35,1
Zeitgeist Eau de Parfum,J.F. Schwarzlose,0.02,0.07,45.02,0.0,0
Rausch Eau de Parfum,J.F. Schwarzlose,0.08,4.31,11.48,0.29,0
IA-33 Eau de Parfum,J.F. Schwarzlose,0.0,0.04,71.86,0.06,1
Kai Rose - Perfume Oil Roll-on Perfume Oil,Kai,0.21,0.88,81.56,0.72,1
Blossom Love Eau de Parfum,Amouage,0.02,0.57,30.8,0.39,0
Epidor Eau de Parfum,Lubin,0.0,0.34,75.93,0.03,1
Sole di Positano Eau de Parfum,TOM FORD Private Blend,0.01,0.17,66.86,0.0,1
Absolue d'Osmanthe Eau de Parfum,Perris Monte Carlo,0.04,9.93,30.57,0.32,0
Santal du Pacifique Eau de Parfum,Perris Monte Carlo,0.0,0.2,76.87,0.06,1
Vanille Blackberry,Comptoir Sud Pacifique,1.83,0.27,38.36,0.1,0
Une Tonne de Roses Eau de Parfum,Parle Moi de Parfum,3.14,8.22,3.16,10.48,0
Flavia Vanilla Eau de Parfum,Parle Moi de Parfum,0.88,6.61,52.52,6.68,1
Totally White Eau de Parfum,Parle Moi de Parfum,0.0,0.13,74.36,0.01,1
Cedar Woodpecker Eau de Parfum,Parle Moi de Parfum,0.02,2.55,4.77,0.17,0
Milky Musk Eau de Parfum,Parle Moi de Parfum,0.47,1.05,20.71,0.1,0
Tomboy Neroli Eau de Parfum,Parle Moi de Parfum,0.08,0.32,93.39,0.11,1
Woody Perfecto Eau de Parfum,Parle Moi de Parfum,0.81,0.84,39.88,5.39,0
Satori Eau de Parfum,Parfum Satori,2.1,2.28,11.88,1.53,0
Iris Homme Eau de Parfum,Parfum Satori,0.02,1.11,66.18,0.03,1
Hana Hiraku Eau de Parfum,Parfum Satori,0.1,2.9,73.25,0.0,1
Wasanbon Eau de Parfum,Parfum Satori,0.16,3.63,42.59,0.22,0
Io Non Ho Mani Che Mi Accarezzino il Volto Extrait de Parfum,UNUM,0.02,0.23,96.92,0.02,1
Black Phantom Eau de Parfum,By Kilian,0.0,4.01,64.68,0.14,1
Citizen X Eau de Parfum,Ex Nihilo,0.0,0.04,35.42,0.12,0
Bracken Woman Eau de Parfum,Amouage,0.02,1.72,77.77,0.0,1
Brooklyn Eau de Parfum,Gallivant,0.05,0.1,41.85,0.05,0
Istanbul Eau de Parfum,Gallivant,0.1,5.84,32.78,0.37,0
London Eau de Parfum,Gallivant,0.0,0.01,63.22,0.0,1
Tel Aviv Eau de Parfum,Gallivant,2.27,1.82,20.1,0.14,0
La Tosca Eau de Parfum,Xerjoff - Casamorati,0.25,5.53,69.88,0.19,1
Mirabilis Eau de Parfum,L'Artisan Parfumeur,0.0,0.01,64.37,0.0,1
Arcana Rosa Eau de Parfum,L'Artisan Parfumeur,0.01,0.04,99.1,0.0,1
Tenebrae Eau de Parfum,L'Artisan Parfumeur,0.01,0.2,51.63,2.26,1
You Or Someone Like You Eau de Parfum,Etat Libre d'Orange,0.02,0.16,60.97,0.01,1
Violaceum Eau de Parfum,L'Artisan Parfumeur,0.04,3.76,51.33,0.83,1
Venenum Eau de Parfum,L'Artisan Parfumeur,0.46,0.38,78.75,0.42,1
Nisean Eau de Parfum,Parfums de Marly,0.05,0.21,64.67,0.02,1
Acqua e Zucchero Body Cream Scented Body Cream,Profumum,0.13,0.34,11.61,3.09,0
Acqua di Sale Body Cream Scented Body Cream,Profumum,0.05,3.4,48.05,0.04,1
Acqua Viva Body Cream Scented Body Cream,Profumum,0.0,0.81,38.07,0.03,0
Dulcis in Fundo Body Cream Scented Body Cream,Profumum,0.01,0.04,75.03,0.02,1
Confetto Body Cream Scented Body Cream,Profumum,0.0,0.03,67.24,0.0,1
Vanitas Body Cream Scented Body Cream,Profumum,0.21,2.37,47.9,0.69,1
Feu Secret Eau de Parfum,Bruno Fazzolari,0.04,4.69,63.85,0.16,1
Musc Gold Perfume Oil,Bruno Acampora,0.13,2.44,81.25,0.26,1
Musc Gold Extrait Parfum Extrait,Bruno Acampora,0.48,25.98,17.12,5.97,0
Cypress Shade Eau de Parfum,The House Of Oud,1.16,3.66,82.73,0.42,1
Dates Delight Eau de Parfum,The House Of Oud,0.02,0.45,14.69,0.09,0
Golden Powder Eau de Parfum,The House Of Oud,0.03,6.62,61.64,0.12,1
Grape Pearls Eau de Parfum,The House Of Oud,0.01,0.03,83.01,0.03,1
Almond Harmony Eau de Parfum,The House Of Oud,0.0,0.02,60.58,0.02,1
Blessing Silence Eau de Parfum,The House Of Oud,0.49,1.93,79.5,0.3,1
Breath Of The Infinite Eau de Parfum,The House Of Oud,0.84,5.07,21.4,0.02,0
Clandestine Clara Eau de Parfum,Penhaligons,0.01,0.16,83.87,0.03,1
Riviere Extrait de Parfum,Thameen,0.0,23.42,19.84,7.14,0
Blackmusk Eau de Parfum,Mad et Len,0.0,0.0,97.01,0.0,1
Durga Eau de Parfum,D.S. and Durga,0.23,0.93,76.97,0.14,1
The Noir 29 Perfume Oil,Le Labo,0.42,1.06,34.4,1.84,0
Aqua Celestia Eau de Toilette,Maison Francis Kurkdjian,0.06,0.01,86.49,0.0,1
Dandelion Fig Eau de Parfum,Shay & Blue,0.03,0.25,2.38,0.0,0
Rhinoceros Extrait de Parfum,Zoologist,0.03,0.21,91.16,0.57,1
Macaque Eau de Parfum,Zoologist,0.48,0.63,86.26,0.74,1
Nightingale Extrait de Parfum,Zoologist,0.05,0.37,14.07,0.37,0
Hummingbird Extrait de Parfum,Zoologist,0.32,0.87,83.2,0.33,1
Beaver Eau de Parfum,Zoologist,0.0,0.5,83.39,0.01,1
Civet Extrait de Parfum,Zoologist,8.03,21.15,9.53,0.35,0
Oud Wood Body Spray Scented Body Spray,TOM FORD Private Blend,0.0,0.01,98.47,0.03,1
Cacti Eau de Parfum,Regime des Fleurs,0.24,6.01,10.46,0.92,0
Glass Blooms Eau de Parfum,Regime des Fleurs,0.33,0.36,36.52,0.06,0
Falling Trees Eau de Parfum,Regime des Fleurs,0.02,0.03,61.89,0.01,1
Gold Leaves Eau de Parfum,Regime des Fleurs,0.0,0.03,78.42,0.01,1
Kismet Eau de Parfum,Lubin,0.08,0.08,89.99,0.34,1
Black Afghan Eau de Parfum,Mad et Len,0.01,0.13,97.88,0.0,1
Fuego Flores Eau de Parfum,Mad et Len,0.17,2.6,13.83,0.46,0
Vetyver Bucolique Eau de Parfum,Mad et Len,0.08,20.63,47.08,0.09,1
Clementine California Cologne Absolue,Atelier Cologne,0.0,5.89,25.59,0.01,0
Bass Solo Eau de Parfum,The Vagabond Prince,0.07,0.36,79.4,0.61,1
Amber Flush Body Oil Scented Body Oil,Tauer Perfumes,0.0,2.46,9.36,0.01,0
Rose Delight Body Oil Scented Body Oil,Tauer Perfumes,0.01,0.4,79.64,0.0,1
11 Eau de Parfum,Boris Bidjan Saberi,0.0,11.55,4.02,0.0,0
Au Dela Narcisse Eau de Parfum,Bruno Fazzolari,0.01,0.18,73.27,0.0,1
I Feel Love Eau de Parfum,Cinnamon Projects,0.07,1.62,61.16,0.14,1
Contre Bombarde 32 Extrait de Parfum,Filippo Sorcinelli - SAUF,0.0,0.02,46.97,0.01,0
Plein Jeu III-V Extrait de Parfum,Filippo Sorcinelli - SAUF,1.42,0.75,18.73,3.82,0
Voix Humaine 8 Extrait de Parfum,Filippo Sorcinelli - SAUF,0.01,0.16,98.36,0.01,1
Mississippi Medicine Pocket Perfume Perfume Oil,D.S. and Durga,0.0,0.02,94.14,0.0,1
Bowmakers Pocket Perfume Perfume Oil,D.S. and Durga,0.07,0.03,61.51,0.02,1
Debaser Pocket Perfume Perfume Oil,D.S. and Durga,0.05,0.03,66.94,0.11,1
Devil Tender Eau de Parfum,Ex Nihilo,1.09,0.29,59.03,5.9,1
Sublimes Essences Musc Perfume Oil,Ex Nihilo,0.57,1.08,2.3,0.36,0
Parfums de Nicolai - Eau de Yuzu travel spray,Luckyscent Gifts With Purchase,0.02,0.02,56.14,0.06,1
Soft Tension Eau de Parfum,Andrea Maack Parfums,0.02,1.67,47.85,0.95,0
Arbole Eau de Parfum,Hiram Green Perfumes,0.1,0.92,22.2,1.22,0
The Tragedy of Lord George Eau de Parfum,Penhaligons,0.06,2.73,8.66,0.14,0
The Revenge of Lady Blanche Eau de Parfum,Penhaligons,0.0,3.06,20.27,0.03,0
Much Ado About the Duke Eau de Parfum,Penhaligons,0.15,3.28,22.54,1.13,0
The Coveted Duchess Rose Eau de Parfum,Penhaligons,0.0,1.78,1.63,0.0,0
Into The Void Eau de Parfum,Juliette Has a Gun,0.07,0.11,13.66,0.04,0
Au Coeur du Desert Parfum Extrait,Tauer Perfumes,0.26,2.02,8.22,0.12,0
Sheiduna Parfum Extrait,Puredistance,0.01,0.01,44.87,0.02,0
Graphite Eau de Parfum,Mad et Len,0.03,2.43,57.59,0.02,1
Black Uddu Eau de Parfum,Mad et Len,0.04,0.39,70.26,1.04,1
Covent Garden Eau de Parfum,Jack Perfume,0.47,3.96,76.63,0.21,1
Red Musc Eau de Parfum,Mad et Len,0.0,0.02,6.97,0.0,0
Terre Noire Eau de Parfum,Mad et Len,0.38,0.74,32.88,0.21,0
Picadilly '69 Eau de Parfum,Jack Perfume,0.51,11.2,60.43,0.98,1
Jack Eau de Parfum,Jack Perfume,0.23,15.42,9.2,0.14,0
Eau Sacree Extrait de Parfum,HEELEY,0.11,0.03,46.76,0.53,0
Arabian Horse Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.45,0.01,60.08,0.1,1
Cuir Andalou Eau de Parfum,Rania J.,0.01,0.12,91.12,0.05,1
1962 Eau de Parfum,Floris London,0.0,0.02,99.92,0.0,1
1976 Eau de Parfum,Floris London,0.19,3.97,40.55,0.34,0
Mmmm... Eau de Parfum,Juliette Has a Gun,0.41,0.08,6.94,0.37,0
Russian Leather Eau de Parfum,MEMO,0.01,0.2,64.65,0.02,1
Incense Oud Eau de Parfum,PARFUMS DE NICOLAI,0.12,0.72,30.74,0.25,0
Lilac Love Eau de Parfum,Amouage,0.08,10.45,15.0,2.21,0
Le Barbier de Tanger Eau de Parfum,Parfums MDCI,0.04,2.99,15.74,1.83,0
Noir de Noir Body Spray Scented Body Spray,TOM FORD Private Blend,0.04,0.08,25.32,0.07,0
Tobacco Vanille Body Spray Scented Body Spray,TOM FORD Private Blend,0.01,0.34,64.37,0.1,1
Tuscan Leather Body Spray Scented Body Spray,TOM FORD Private Blend,0.08,0.08,30.49,0.23,0
Ambre Loup Eau de Parfum,Rania J.,0.07,0.14,17.7,0.03,0
Jasmin Kama Eau de Parfum,Rania J.,0.52,8.39,16.57,0.54,0
T. Habanero Eau de Parfum,Rania J.,0.0,0.44,93.48,0.06,1
Lavande 44 Eau de Parfum,Rania J.,0.01,0.09,97.31,0.02,1
Oud Assam Eau de Parfum,Rania J.,0.23,29.13,2.59,1.0,0
Larmes du Desert Eau de Parfum,Atelier des Ors,0.47,0.12,59.05,0.13,1
Lune Feline Eau de Parfum,Atelier des Ors,0.01,0.63,78.26,0.05,1
Rose Omeyyade Eau de Parfum,Atelier des Ors,0.02,1.32,60.61,0.01,1
Bapteme du Feu Eau de Parfum,Serge Lutens,0.11,3.04,75.02,0.19,1
Green Pearl Eau de Parfum,Thameen,0.4,0.12,31.12,0.04,0
Amber Aoud Extrait de Parfum,Roja Parfums,0.0,0.06,72.28,0.11,1
Musk Aoud Extrait de Parfum,Roja Parfums,0.03,4.29,62.08,0.69,1
Diaghilev Extrait de Parfum,Roja Parfums,0.01,0.75,57.48,0.05,1
Nuwa Extrait de Parfum,Roja Parfums,0.0,0.57,61.04,0.09,1
Ambre Mythique Eau de Parfum,Maitre Parfumeur et Gantier,0.22,0.0,6.89,0.35,0
White Zagora Eau de Toilette,The Different Company,0.22,2.96,80.27,0.1,1
New Sibet Extrait de Parfum,Slumberhouse,3.69,0.01,59.9,5.77,1
Blueberry Musk Eau de Parfum,Shay & Blue,0.0,0.15,88.79,0.02,1
Grand Soir Eau de Parfum,Maison Francis Kurkdjian,0.01,4.39,19.15,2.68,0
Iris Bleu Gris Eau de Parfum,Maitre Parfumeur et Gantier,0.36,0.32,9.53,0.01,0
Petit Matin Eau de Parfum,Maison Francis Kurkdjian,0.35,1.14,50.93,1.22,1
Noble VII Cosmos Flower Extrait de Parfum,Clive Christian,0.01,1.31,62.53,0.21,1
Issara Extrait de Parfum,Dusita,0.0,0.05,95.92,0.01,1
Melodie de l'Amour Extrait de Parfum,Dusita,0.12,0.21,21.13,0.01,0
Oudh Infini Extrait de Parfum,Dusita,1.16,7.24,26.1,27.88,1
Vodka on the Rocks Eau de Parfum,By Kilian,0.0,0.0,65.43,0.01,1
Noble VII Rock Rose Extrait de Parfum,Clive Christian,0.04,5.8,37.09,0.41,0
Mojave Ghost Roll-on Oil Perfume Oil,BYREDO,9.5,22.55,17.28,3.93,0
Suede Hand Wash,BYREDO,0.01,0.45,82.64,0.06,1
Suede Hand Lotion,BYREDO,0.01,0.43,80.52,0.0,1
Seminalis Parfum,Orto Parisi,0.94,24.2,0.14,2.17,0
Layton Eau de Parfum,Parfums de Marly,0.42,2.62,8.03,1.57,0
Amber Sky Eau de Parfum,Ex Nihilo,0.03,0.41,79.64,0.01,1
Oud Sublime Elixir de Parfum,PARFUMS DE NICOLAI,0.0,0.58,19.6,0.01,0
Aurum Eau de Parfum,Kemi,0.01,0.96,73.64,0.05,1
Rose Atlantic Eau de Parfum,D.S. and Durga,1.34,3.43,19.56,11.52,0
